Grant Years,State Programs,Batch Year,County Number,County Name,Total Students Awarded,Total Dollars Awarded,State Name,GNIS Number,GEO Coordinates,Grant Year End Date
2014-15,Iowa Grant,45,13,CALHOUN,4,2833,Iowa,465202,POINT (-94.6404136 42.385184800000005),2015
2015-16,All Iowa Fostercare Grant,56,72,OSCEOLA,0,0,Iowa,465260,POINT (-95.6236852 43.3785704),2016
2009-10,Iowa Work Study,0,36,FREMONT,0,0,Iowa,465224,POINT (-95.6046765 40.7455892),2010
2004-05,Teacher Shortage Forgivable Loan,5,10,BUCHANAN,5,15000,Iowa,465199,POINT (-91.8378392 42.4707777),2005
2017-18,GEAR UP Iowa Scholarship,78,24,CRAWFORD,41,70187,Iowa,465212,POINT (-95.3819678 42.0372125),2018
2016-17,Iowa Tuition Grant Match,67,59,LUCAS,20,200292,Iowa,465247,POINT (-93.3277207 41.0293738),2017
2016-17,Iowa Tuition Grant Not-for-Profit,67,98,WORTH,10,45325,Iowa,465286,POINT (-93.2608476 43.3773984),2017
2005-06,Vocational Technical Tuition Grant,6,47,IDA,15,12800,Iowa,465235,POINT (-95.5134962 42.3868747),2006
2005-06,Iowa Grant,6,20,CLARKE,7,4175,Iowa,465209,POINT (-93.78515790000002 41.0290323),2006
2004-05,Iowa Tuition Grant Not-for-Profit,5,71,O'BRIEN,138,477154,Iowa,465259,POINT (-95.6248784 43.0837527),2005
2016-17,Iowa Tuition Grant Match,67,51,JEFFERSON,44,480163,Iowa,465239,POINT (-91.9488774 41.0317596),2017
2004-05,State of Iowa Scholars,5,24,CRAWFORD,1,400,Iowa,465212,POINT (-95.3819678 42.0372125),2005
2001-02,GEAR UP Iowa Scholarship,2,67,MONONA,0,0,Iowa,465255,POINT (-95.9599235 42.0516663),2002
2009-10,Teacher Shortage Forgivable Loan,0,7,BLACK HAWK,0,0,Iowa,465196,POINT (-92.3088197 42.4700957),2010
2016-17,Distaster Relief Grant,67,58,LOUISA,0,0,Iowa,465246,POINT (-91.2596184 41.2185073),2017
2014-15,Iowa Tuition Grant Match,45,13,CALHOUN,20,216844,Iowa,465202,POINT (-94.6404136 42.385184800000005),2015
2014-15,Barber and Cosmetology Tuition Grant,45,58,LOUISA,0,0,Iowa,465246,POINT (-91.2596184 41.2185073),2015
2018-19,Kibbie Grant,89,69,Montgomery,18,19452,Iowa,465257,POINT (-95.1563758 41.03014),2019
2007-08,All Iowa Opportunity Scholarship,8,60,LYON,0,0,Iowa,465248,POINT (-96.2102924 43.380497),2008
2003-04,Iowa Grant,4,86,TAMA,15,9468,Iowa,465274,POINT (-92.5325425 42.07981170000001),2004
2005-06,National Guard Educational Assistance,6,15,CASS,2,8016,Iowa,465204,POINT (-94.9278266 41.3314876),2006
2007-08,National Guard Educational Assistance,8,3,ALLAMAKEE,1,6269,Iowa,465192,POINT (-91.3780923 43.2842838),2008
2008-09,Educational Training Voucher,9,73,PAGE,0,0,Iowa,465261,POINT (-95.1501747 40.7391444),2009
2002-03,GEAR UP Iowa Scholarship,2,96,WINNESHIEK,0,0,Iowa,465284,POINT (-91.8437074 43.2906746),2003
2003-04,Kibbie Grant,4,33,FAYETTE,0,0,Iowa,465221,POINT (-91.8443207 42.8625919),2004
2015-16,Distaster Relief Grant,56,71,O'BRIEN,0,0,Iowa,465259,POINT (-95.6248784 43.0837527),2016
2012-13,Iowa Tuition Grant Not-for-Profit,23,2,ADAMS,17,54322,Iowa,465191,POINT (-94.6991849 41.02898390000001),2013
2009-10,Iowa Tuition Grant Match,0,58,LOUISA,59,490323,Iowa,465246,POINT (-91.2596184 41.2185073),2010
2008-09,Iowa Tuition Grant Match,9,39,GUTHRIE,71,537251,Iowa,465227,POINT (-94.501055 41.6837548),2009
2010-11,GEAR UP Iowa Scholarship,2,55,KOSSUTH,0,0,Iowa,465243,POINT (-94.2067199 43.20413),2011
2005-06,Iowa Work Study,6,62,MAHASKA,0,0,Iowa,465250,POINT (-92.6409094 41.3352035),2006
2017-18,Iowa Tuition Grant Match,78,68,MONROE,0,0,Iowa,465256,POINT (-92.8689877 41.0297826),2018
2002-03,Iowa Tuition Grant,3,9,BREMER,161,498506,Iowa,465198,POINT (-92.31805480000001 42.7745873),2003
2014-15,Iowa Work Study,45,7,BLACK HAWK,0,0,Iowa,465196,POINT (-92.3088197 42.4700957),2015
2015-16,Iowa Tuition Grant Not-for-Profit,56,98,WORTH,18,75332,Iowa,465286,POINT (-93.2608476 43.3773984),2016
2001-02,State of Iowa Scholars,2,54,KEOKUK,1,400,Iowa,465242,POINT (-92.1786426 41.336465),2002
2011-12,Iowa Grant,12,30,DICKINSON,3,2800,Iowa,465218,POINT (-95.1508301 43.3779848),2012
2015-16,Teacher Shortage Forgivable Loan,56,51,JEFFERSON,0,0,Iowa,465239,POINT (-91.9488774 41.0317596),2016
2002-03,All Iowa Opportunity Scholarship,3,16,CEDAR,0,0,Iowa,465205,POINT (-91.1324125 41.7723207),2003
2011-12,Iowa Work Study,12,49,JACKSON,0,0,Iowa,465237,POINT (-90.5742294 42.1717426),2012
2004-05,Teacher Shortage Forgivable Loan,5,28,DELAWARE,6,15000,Iowa,465216,POINT (-91.3673502 42.471211),2005
2001-02,Iowa Tuition Grant Not-for-Profit,2,78,POTTAWATTAMIE,147,395005,Iowa,465266,POINT (-95.5423935 41.3366123),2002
2001-02,GEAR UP Iowa Scholarship,2,23,CLINTON,0,0,Iowa,465211,POINT (-90.5319724 41.8980358),2002
2009-10,Distaster Relief Grant,0,84,SIOUX,0,0,Iowa,465272,POINT (-96.1778827 43.0826174),2010
2006-07,Educational Training Voucher,7,85,STORY,0,0,Iowa,465273,POINT (-93.4650448 42.0362415),2007
2006-07,All Iowa Fostercare Grant,7,64,MARSHALL,0,0,Iowa,465252,POINT (-92.9987706 42.0358499),2007
2010-11,All Iowa Fostercare Grant,1,98,WORTH,0,0,Iowa,465286,POINT (-93.2608476 43.3773984),2011
2012-13,State of Iowa Scholars,23,7,BLACK HAWK,0,0,Iowa,465196,POINT (-92.3088197 42.4700957),2013
2012-13,Educational Training Voucher,23,9,BREMER,0,0,Iowa,465198,POINT (-92.31805480000001 42.7745873),2013
2004-05,Distaster Relief Grant,5,31,DUBUQUE,0,0,Iowa,465219,POINT (-90.8824564 42.468832),2005
2015-16,Kibbie Grant,56,73,PAGE,20,25231,Iowa,465261,POINT (-95.1501747 40.7391444),2016
2013-14,Educational Training Voucher,34,96,WINNESHIEK,0,0,Iowa,465284,POINT (-91.8437074 43.2906746),2014
2015-16,National Guard Educational Assistance,56,93,WAYNE,0,0,Iowa,465281,POINT (-93.3273639 40.73947020000001),2016
2010-11,Iowa Tuition Grant Match,1,65,MILLS,41,344880,Iowa,465253,POINT (-95.62132670000001 41.0334523),2011
2010-11,Iowa Tuition Grant Match,1,23,CLINTON,248,2326023,Iowa,465211,POINT (-90.5319724 41.8980358),2011
2010-11,Iowa Tuition Grant Match,1,43,HARRISON,46,367432,Iowa,465231,POINT (-95.8169209 41.6828528),2011
2011-12,Vocational Technical Tuition Grant,12,77,POLK,317,208383,Iowa,465265,POINT (-93.5735335 41.6855048),2012
2016-17,GEAR UP Iowa Scholarship,2,36,FREMONT,0,0,Iowa,465224,POINT (-95.6046765 40.7455892),2017
2007-08,State of Iowa Scholars,8,99,WRIGHT,0,0,Iowa,465287,POINT (-93.7351465 42.7331189),2008
2014-15,Teacher Shortage Forgivable Loan,45,13,CALHOUN,0,0,Iowa,465202,POINT (-94.6404136 42.385184800000005),2015
2001-02,Iowa Work Study,2,90,WAPELLO,0,0,Iowa,465278,POINT (-92.4094499 41.03058450000001),2002
2001-02,Kibbie Grant,2,80,RINGGOLD,0,0,Iowa,465268,POINT (-94.2439719 40.7352023),2002
2015-16,Distaster Relief Grant,56,17,CERRO GORDO,0,0,Iowa,465206,POINT (-93.2608184 43.081557700000005),2016
2005-06,Barber and Cosmetology Tuition Grant,6,94,WEBSTER,0,0,Iowa,465282,POINT (-94.18178810000002 42.4279662),2006
2017-18,Iowa Grant,78,3,ALLAMAKEE,0,0,Iowa,465192,POINT (-91.3780923 43.2842838),2018
2002-03,All Iowa Fostercare Grant,3,55,KOSSUTH,0,0,Iowa,465243,POINT (-94.2067199 43.20413),2003
2009-10,Distaster Relief Grant,0,34,FLOYD,0,0,Iowa,465222,POINT (-92.78900330000002 43.0599208),2010
2004-05,Iowa Tuition Grant Match,5,39,GUTHRIE,61,365553,Iowa,465227,POINT (-94.501055 41.6837548),2005
2003-04,Educational Training Voucher,4,28,DELAWARE,0,0,Iowa,465216,POINT (-91.3673502 42.471211),2004
2016-17,Distaster Relief Grant,67,20,CLARKE,0,0,Iowa,465209,POINT (-93.78515790000002 41.0290323),2017
2004-05,All Iowa Opportunity Scholarship,5,80,RINGGOLD,0,0,Iowa,465268,POINT (-94.2439719 40.7352023),2005
2017-18,Iowa Work Study,78,74,PALO ALTO,0,0,Iowa,465262,POINT (-94.6781371 43.0820643),2018
2013-14,Iowa Tuition Grant For-Profit,34,90,WAPELLO,11,8593,Iowa,465278,POINT (-92.4094499 41.03058450000001),2014
2011-12,All Iowa Opportunity Scholarship,12,78,POTTAWATTAMIE,8,30788,Iowa,465266,POINT (-95.5423935 41.3366123),2012
2007-08,Iowa Tuition Grant For-Profit,8,14,CARROLL,2,4834,Iowa,465203,POINT (-94.8605593 42.0362382),2008
2002-03,All Iowa Opportunity Scholarship,3,6,BENTON,0,0,Iowa,465195,POINT (-92.0656912 42.0801864),2003
2015-16,Iowa Tuition Grant Not-for-Profit,56,6,BENTON,87,395966,Iowa,465195,POINT (-92.0656912 42.0801864),2016
2001-02,Educational Training Voucher,2,87,TAYLOR,0,0,Iowa,465275,POINT (-94.6964148 40.73743240000001),2002
2014-15,Teacher Shortage Forgivable Loan,45,53,JONES,0,0,Iowa,465241,POINT (-91.1314352 42.1212397),2015
2015-16,Educational Training Voucher,56,66,MITCHELL,1,3334,Iowa,465254,POINT (-92.7890315 43.3564124),2016
2016-17,Vocational Technical Tuition Grant,67,7,BLACK HAWK,115,103637,Iowa,465196,POINT (-92.3088197 42.4700957),2017
2008-09,Iowa Tuition Grant Match,9,78,POTTAWATTAMIE,232,1331811,Iowa,465266,POINT (-95.5423935 41.3366123),2009
2017-18,All Iowa Fostercare Grant,78,42,HARDIN,0,0,Iowa,465230,POINT (-93.2404025 42.3838803),2018
2007-08,Distaster Relief Grant,8,51,JEFFERSON,0,0,Iowa,465239,POINT (-91.9488774 41.0317596),2008
2004-05,Teacher Shortage Forgivable Loan,5,57,LINN,30,79944,Iowa,465245,POINT (-91.5989646 42.0789478),2005
2012-13,GEAR UP Iowa Scholarship,2,71,O'BRIEN,0,0,Iowa,465259,POINT (-95.6248784 43.0837527),2013
2018-19,Vocational Technical Tuition Grant,89,45,Howard,13,7926,Iowa,465233,POINT (-92.3171989 43.3567673),2019
2008-09,All Iowa Opportunity Scholarship,9,3,ALLAMAKEE,2,10200,Iowa,465192,POINT (-91.3780923 43.2842838),2009
2007-08,Vocational Technical Tuition Grant,8,15,CASS,19,16700,Iowa,465204,POINT (-94.9278266 41.3314876),2008
2009-10,Iowa Grant,0,19,CHICKASAW,21,13090,Iowa,465208,POINT (-92.3176637 43.06004140000001),2010
2012-13,Vocational Technical Tuition Grant,23,12,BUTLER,17,14281,Iowa,465201,POINT (-92.7901934 42.7315661),2013
2009-10,All Iowa Opportunity Scholarship,0,82,SCOTT,10,49839,Iowa,465270,POINT (-90.6232428 41.6370978),2010
2001-02,GEAR UP Iowa Scholarship,2,39,GUTHRIE,0,0,Iowa,465227,POINT (-94.501055 41.6837548),2002
2010-11,All Iowa Fostercare Grant,1,58,LOUISA,0,0,Iowa,465246,POINT (-91.2596184 41.2185073),2011
2002-03,Iowa Tuition Grant Match,3,99,WRIGHT,0,0,Iowa,465287,POINT (-93.7351465 42.7331189),2003
2011-12,Vocational Technical Tuition Grant,12,70,MUSCATINE,43,30245,Iowa,465258,POINT (-91.1127562 41.4839221),2012
2004-05,Iowa Tuition Grant Match,5,40,HAMILTON,48,346750,Iowa,465228,POINT (-93.7068085 42.3837722),2005
2018-19,Educational Training Voucher,89,63,Marion,3,13750,Iowa,465251,POINT (-93.0994367 41.3344515),2019
2011-12,Iowa Work Study,12,35,FRANKLIN,0,0,Iowa,465223,POINT (-93.262473 42.7325458),2012
2011-12,Barber and Cosmetology Tuition Grant,12,38,GRUNDY,0,0,Iowa,465226,POINT (-92.7914177 42.4018651),2012
2007-08,Iowa Tuition Grant Not-for-Profit,8,70,MUSCATINE,144,444662,Iowa,465258,POINT (-91.1127562 41.4839221),2008
2015-16,Iowa Work Study,56,19,CHICKASAW,0,0,Iowa,465208,POINT (-92.3176637 43.06004140000001),2016
2011-12,Educational Training Voucher,12,64,MARSHALL,0,0,Iowa,465252,POINT (-92.9987706 42.0358499),2012
2005-06,Iowa Tuition Grant Not-for-Profit,6,88,UNION,53,161630,Iowa,465276,POINT (-94.2423792 41.0277304),2006
2004-05,Educational Training Voucher,5,27,DECATUR,0,0,Iowa,465215,POINT (-93.7862815 40.7376827),2005
2013-14,GEAR UP Iowa Scholarship,34,48,IOWA,0,0,Iowa,465236,POINT (-92.065524 41.6863229),2014
2010-11,State of Iowa Scholars,1,80,RINGGOLD,0,0,Iowa,465268,POINT (-94.2439719 40.7352023),2011
2009-10,Distaster Relief Grant,0,41,HANCOCK,0,0,Iowa,465229,POINT (-93.7342723 43.0818861),2010
2010-11,Iowa Tuition Grant Match,1,18,CHEROKEE,72,815346,Iowa,465207,POINT (-95.6238055 42.7356226),2011
2001-02,Barber and Cosmetology Tuition Grant,2,93,WAYNE,0,0,Iowa,465281,POINT (-93.3273639 40.73947020000001),2002
2007-08,Iowa Tuition Grant,8,91,WARREN,371,1118984,Iowa,465279,POINT (-93.5613594 41.3343735),2008
2012-13,Distaster Relief Grant,23,44,HENRY,0,0,Iowa,465232,POINT (-91.5445241 40.9879383),2013
2003-04,State of Iowa Scholars,4,87,TAYLOR,3,1200,Iowa,465275,POINT (-94.6964148 40.73743240000001),2004
2017-18,Iowa Tuition Grant,78,9,BREMER,0,0,Iowa,465198,POINT (-92.31805480000001 42.7745873),2018
2002-03,Distaster Relief Grant,3,59,LUCAS,0,0,Iowa,465247,POINT (-93.3277207 41.0293738),2003
2007-08,Educational Training Voucher,8,29,DES MOINES,0,0,Iowa,465217,POINT (-91.1814707 40.9231829),2008
2014-15,State of Iowa Scholars,45,89,VAN BUREN,0,0,Iowa,465277,POINT (-91.9499871 40.7532294),2015
2012-13,Vocational Technical Tuition Grant,23,88,UNION,11,8350,Iowa,465276,POINT (-94.2423792 41.0277304),2013
2007-08,All Iowa Fostercare Grant,8,22,CLAYTON,0,0,Iowa,465210,POINT (-91.34143280000002 42.8447493),2008
2001-02,Kibbie Grant,2,39,GUTHRIE,0,0,Iowa,465227,POINT (-94.501055 41.6837548),2002
2006-07,All Iowa Fostercare Grant,7,3,ALLAMAKEE,0,0,Iowa,465192,POINT (-91.3780923 43.2842838),2007
2010-11,Kibbie Grant,1,99,WRIGHT,0,0,Iowa,465287,POINT (-93.7351465 42.7331189),2011
2007-08,All Iowa Fostercare Grant,8,13,CALHOUN,0,0,Iowa,465202,POINT (-94.6404136 42.385184800000005),2008
2017-18,Educational Training Voucher,78,53,JONES,0,0,Iowa,465241,POINT (-91.1314352 42.1212397),2018
2016-17,Teacher Shortage Forgivable Loan,67,64,MARSHALL,0,0,Iowa,465252,POINT (-92.9987706 42.0358499),2017
2013-14,Iowa Tuition Grant Not-for-Profit,34,78,POTTAWATTAMIE,200,638790,Iowa,465266,POINT (-95.5423935 41.3366123),2014
2016-17,State of Iowa Scholars,67,63,MARION,0,0,Iowa,465251,POINT (-93.0994367 41.3344515),2017
2010-11,Teacher Shortage Forgivable Loan,1,22,CLAYTON,0,0,Iowa,465210,POINT (-91.34143280000002 42.8447493),2011
2010-11,GEAR UP Iowa Scholarship,2,52,JOHNSON,0,0,Iowa,465240,POINT (-91.5880849 41.6715511),2011
2008-09,State of Iowa Scholars,9,20,CLARKE,0,0,Iowa,465209,POINT (-93.78515790000002 41.0290323),2009
2008-09,State of Iowa Scholars,9,21,CLAY,0,0,Iowa,465625,POINT (-95.1509194 43.0825804),2009
2005-06,Kibbie Grant,6,53,JONES,0,0,Iowa,465241,POINT (-91.1314352 42.1212397),2006
2003-04,All Iowa Fostercare Grant,4,9,BREMER,0,0,Iowa,465198,POINT (-92.31805480000001 42.7745873),2004
2006-07,GEAR UP Iowa Scholarship,2,15,CASS,0,0,Iowa,465204,POINT (-94.9278266 41.3314876),2007
2011-12,Kibbie Grant,12,32,EMMET,0,0,Iowa,465220,POINT (-94.6784803 43.37802250000001),2012
2013-14,All Iowa Fostercare Grant,34,33,FAYETTE,1,7055,Iowa,465221,POINT (-91.8443207 42.8625919),2014
2011-12,Kibbie Grant,12,18,CHEROKEE,0,0,Iowa,465207,POINT (-95.6238055 42.7356226),2012
2008-09,Barber and Cosmetology Tuition Grant,9,31,DUBUQUE,3,2800,Iowa,465219,POINT (-90.8824564 42.468832),2009
2014-15,Barber and Cosmetology Tuition Grant,45,6,BENTON,2,2200,Iowa,465195,POINT (-92.0656912 42.0801864),2015
2016-17,Iowa Tuition Grant For-Profit,67,50,JASPER,14,29989,Iowa,465238,POINT (-93.053765 41.6860394),2017
2006-07,GEAR UP Iowa Scholarship,2,58,LOUISA,0,0,Iowa,465246,POINT (-91.2596184 41.2185073),2007
2011-12,Iowa Tuition Grant For-Profit,12,61,MADISON,12,11186,Iowa,465249,POINT (-94.01556190000001 41.33071420000001),2012
2008-09,GEAR UP Iowa Scholarship,2,34,FLOYD,0,0,Iowa,465222,POINT (-92.78900330000002 43.0599208),2009
2003-04,Iowa Tuition Grant Not-for-Profit,4,20,CLARKE,66,183822,Iowa,465209,POINT (-93.78515790000002 41.0290323),2004
2006-07,Iowa Tuition Grant For-Profit,7,6,BENTON,37,67757,Iowa,465195,POINT (-92.0656912 42.0801864),2007
2015-16,Kibbie Grant,56,27,DECATUR,14,12129,Iowa,465215,POINT (-93.7862815 40.7376827),2016
2002-03,Vocational Technical Tuition Grant,3,84,SIOUX,34,33680,Iowa,465272,POINT (-96.1778827 43.0826174),2003
2004-05,All Iowa Opportunity Scholarship,5,73,PAGE,0,0,Iowa,465261,POINT (-95.1501747 40.7391444),2005
2014-15,Iowa Tuition Grant,45,31,DUBUQUE,814,3168825,Iowa,465219,POINT (-90.8824564 42.468832),2015
2008-09,Teacher Shortage Forgivable Loan,9,37,GREENE,0,0,Iowa,465225,POINT (-94.3968356 42.0362394),2009
2007-08,Barber and Cosmetology Tuition Grant,8,75,PLYMOUTH,0,0,Iowa,465263,POINT (-96.2140431 42.7378346),2008
2003-04,GEAR UP Iowa Scholarship,2,54,KEOKUK,0,0,Iowa,465242,POINT (-92.1786426 41.336465),2004
2014-15,Teacher Shortage Forgivable Loan,45,8,BOONE,0,0,Iowa,465197,POINT (-93.931671 42.0365493),2015
2017-18,GEAR UP Iowa Scholarship,78,61,MADISON,0,0,Iowa,465249,POINT (-94.01556190000001 41.33071420000001),2018
2015-16,Iowa Tuition Grant,56,7,BLACK HAWK,404,1470218,Iowa,465196,POINT (-92.3088197 42.4700957),2016
2012-13,Iowa Tuition Grant,23,7,BLACK HAWK,708,1623049,Iowa,465196,POINT (-92.3088197 42.4700957),2013
2004-05,Iowa Work Study,5,94,WEBSTER,0,0,Iowa,465282,POINT (-94.18178810000002 42.4279662),2005
2018-19,GEAR UP Iowa Scholarship,89,94,Webster,0,0,Iowa,465282,POINT (-94.18178810000002 42.4279662),2019
2015-16,Kibbie Grant,56,16,CEDAR,24,22926,Iowa,465205,POINT (-91.1324125 41.7723207),2016
2006-07,Iowa Tuition Grant Match,7,38,GRUNDY,64,358088,Iowa,465226,POINT (-92.7914177 42.4018651),2007
2001-02,Iowa Tuition Grant,2,63,MARION,248,811377,Iowa,465251,POINT (-93.0994367 41.3344515),2002
2002-03,Vocational Technical Tuition Grant,3,92,WASHINGTON,31,25135,Iowa,465280,POINT (-91.7178676 41.335591),2003
2012-13,All Iowa Fostercare Grant,23,79,POWESHIEK,0,0,Iowa,465267,POINT (-92.53146840000001 41.6864422),2013
2010-11,All Iowa Fostercare Grant,1,9,BREMER,1,3330,Iowa,465198,POINT (-92.31805480000001 42.7745873),2011
2014-15,All Iowa Opportunity Scholarship,45,54,KEOKUK,1,1544,Iowa,465242,POINT (-92.1786426 41.336465),2015
2016-17,Iowa Tuition Grant Not-for-Profit,67,23,CLINTON,140,729529,Iowa,465211,POINT (-90.5319724 41.8980358),2017
2014-15,Teacher Shortage Forgivable Loan,45,66,MITCHELL,0,0,Iowa,465254,POINT (-92.7890315 43.3564124),2015
2016-17,Iowa Tuition Grant Match,67,32,EMMET,13,126605,Iowa,465220,POINT (-94.6784803 43.37802250000001),2017
2003-04,Vocational Technical Tuition Grant,4,26,DAVIS,21,19029,Iowa,465214,POINT (-92.4097173 40.7476891),2004
2012-13,Iowa Grant,23,27,DECATUR,5,3647,Iowa,465215,POINT (-93.7862815 40.7376827),2013
2014-15,Iowa Grant,45,48,IOWA,2,2000,Iowa,465236,POINT (-92.065524 41.6863229),2015
2009-10,National Guard Educational Assistance,0,1,ADAIR,0,0,Iowa,465190,POINT (-94.4709413 41.3307464),2010
2018-19,Iowa Tuition Grant,89,30,Dickinson,43,177151,Iowa,465218,POINT (-95.1508301 43.3779848),2019
2013-14,Kibbie Grant,34,1,ADAIR,6,6651,Iowa,465190,POINT (-94.4709413 41.3307464),2014
2016-17,Distaster Relief Grant,67,76,POCAHONTAS,0,0,Iowa,465264,POINT (-94.67874660000001 42.73413510000001),2017
2012-13,Distaster Relief Grant,23,20,CLARKE,0,0,Iowa,465209,POINT (-93.78515790000002 41.0290323),2013
2013-14,Iowa Work Study,34,35,FRANKLIN,0,0,Iowa,465223,POINT (-93.262473 42.7325458),2014
2011-12,Distaster Relief Grant,12,42,HARDIN,0,0,Iowa,465230,POINT (-93.2404025 42.3838803),2012
2017-18,Iowa Tuition Grant,78,15,CASS,0,0,Iowa,465204,POINT (-94.9278266 41.3314876),2018
2013-14,Iowa Tuition Grant Match,34,6,BENTON,109,1142743,Iowa,465195,POINT (-92.0656912 42.0801864),2014
2003-04,GEAR UP Iowa Scholarship,2,4,APPANOOSE,0,0,Iowa,465193,POINT (-92.8686104 40.7431635),2004
2012-13,National Guard Educational Assistance,23,82,SCOTT,44,178125,Iowa,465270,POINT (-90.6232428 41.6370978),2013
2005-06,Kibbie Grant,6,8,BOONE,0,0,Iowa,465197,POINT (-93.931671 42.0365493),2006
2004-05,Iowa Tuition Grant Not-for-Profit,5,37,GREENE,53,178558,Iowa,465225,POINT (-94.3968356 42.0362394),2005
2007-08,Distaster Relief Grant,8,34,FLOYD,0,0,Iowa,465222,POINT (-92.78900330000002 43.0599208),2008
2014-15,Vocational Technical Tuition Grant,45,45,HOWARD,15,14850,Iowa,465233,POINT (-92.3171989 43.3567673),2015
2005-06,All Iowa Fostercare Grant,6,95,WINNEBAGO,0,0,Iowa,465283,POINT (-93.7341955 43.37756780000001),2006
2007-08,Teacher Shortage Forgivable Loan,8,11,BUENA VISTA,2,3000,Iowa,465200,POINT (-95.15114900000002 42.7354936),2008
2005-06,All Iowa Opportunity Scholarship,6,33,FAYETTE,0,0,Iowa,465221,POINT (-91.8443207 42.8625919),2006
2007-08,Iowa Tuition Grant,8,40,HAMILTON,95,277577,Iowa,465228,POINT (-93.7068085 42.3837722),2008
2011-12,Teacher Shortage Forgivable Loan,12,5,AUDUBON,0,0,Iowa,465194,POINT (-94.9058222 41.6845893),2012
2002-03,Iowa Tuition Grant Not-for-Profit,3,85,STORY,228,607592,Iowa,465273,POINT (-93.4650448 42.0362415),2003
2003-04,Iowa Tuition Grant,4,12,BUTLER,142,404434,Iowa,465201,POINT (-92.7901934 42.7315661),2004
2001-02,Iowa Grant,2,76,POCAHONTAS,3,2350,Iowa,465264,POINT (-94.67874660000001 42.73413510000001),2002
2008-09,Distaster Relief Grant,9,81,SAC,0,0,Iowa,465269,POINT (-95.1053946 42.3862604),2009
2006-07,Iowa Tuition Grant Not-for-Profit,7,84,SIOUX,383,1404710,Iowa,465272,POINT (-96.1778827 43.0826174),2007
2001-02,National Guard Educational Assistance,2,48,IOWA,5,8073,Iowa,465236,POINT (-92.065524 41.6863229),2002
2002-03,Barber and Cosmetology Tuition Grant,3,75,PLYMOUTH,0,0,Iowa,465263,POINT (-96.2140431 42.7378346),2003
2008-09,State of Iowa Scholars,9,58,LOUISA,0,0,Iowa,465246,POINT (-91.2596184 41.2185073),2009
2002-03,Iowa Tuition Grant,3,30,DICKINSON,70,185974,Iowa,465218,POINT (-95.1508301 43.3779848),2003
2004-05,GEAR UP Iowa Scholarship,2,75,PLYMOUTH,0,0,Iowa,465263,POINT (-96.2140431 42.7378346),2005
2004-05,State of Iowa Scholars,5,30,DICKINSON,7,2600,Iowa,465218,POINT (-95.1508301 43.3779848),2005
2017-18,Teacher Shortage Forgivable Loan,78,54,KEOKUK,0,0,Iowa,465242,POINT (-92.1786426 41.336465),2018
2001-02,Iowa Tuition Grant Match,2,94,WEBSTER,0,0,Iowa,465282,POINT (-94.18178810000002 42.4279662),2002
2012-13,All Iowa Fostercare Grant,23,83,SHELBY,2,5830,Iowa,465271,POINT (-95.31021130000002 41.6850926),2013
2009-10,Kibbie Grant,0,27,DECATUR,0,0,Iowa,465215,POINT (-93.7862815 40.7376827),2010
2003-04,Iowa Tuition Grant Not-for-Profit,4,99,WRIGHT,73,216610,Iowa,465287,POINT (-93.7351465 42.7331189),2004
2016-17,GEAR UP Iowa Scholarship,2,12,BUTLER,1,2600,Iowa,465201,POINT (-92.7901934 42.7315661),2017
2015-16,Iowa Tuition Grant Not-for-Profit,56,27,DECATUR,64,297499,Iowa,465215,POINT (-93.7862815 40.7376827),2016
2007-08,All Iowa Opportunity Scholarship,8,89,VAN BUREN,0,0,Iowa,465277,POINT (-91.9499871 40.7532294),2008
2005-06,All Iowa Fostercare Grant,6,87,TAYLOR,0,0,Iowa,465275,POINT (-94.6964148 40.73743240000001),2006
2014-15,State of Iowa Scholars,45,11,BUENA VISTA,0,0,Iowa,465200,POINT (-95.15114900000002 42.7354936),2015
2017-18,National Guard Educational Assistance,78,73,PAGE,3,14932,Iowa,465261,POINT (-95.1501747 40.7391444),2018
2004-05,Educational Training Voucher,5,78,POTTAWATTAMIE,0,0,Iowa,465266,POINT (-95.5423935 41.3366123),2005
2013-14,Educational Training Voucher,34,2,ADAMS,0,0,Iowa,465191,POINT (-94.6991849 41.02898390000001),2014
2003-04,GEAR UP Iowa Scholarship,2,88,UNION,0,0,Iowa,465276,POINT (-94.2423792 41.0277304),2004
2004-05,All Iowa Fostercare Grant,5,83,SHELBY,0,0,Iowa,465271,POINT (-95.31021130000002 41.6850926),2005
2004-05,National Guard Educational Assistance,5,42,HARDIN,6,19411,Iowa,465230,POINT (-93.2404025 42.3838803),2005
2012-13,State of Iowa Scholars,23,74,PALO ALTO,0,0,Iowa,465262,POINT (-94.6781371 43.0820643),2013
2001-02,Kibbie Grant,2,36,FREMONT,0,0,Iowa,465224,POINT (-95.6046765 40.7455892),2002
2004-05,Iowa Work Study,5,45,HOWARD,0,0,Iowa,465233,POINT (-92.3171989 43.3567673),2005
2013-14,Iowa Tuition Grant Match,34,66,MITCHELL,25,274426,Iowa,465254,POINT (-92.7890315 43.3564124),2014
2003-04,Vocational Technical Tuition Grant,4,96,WINNESHIEK,36,31891,Iowa,465284,POINT (-91.8437074 43.2906746),2004
2014-15,Iowa Tuition Grant For-Profit,45,8,BOONE,13,14697,Iowa,465197,POINT (-93.931671 42.0365493),2015
